Number of Beds,Number of Paths,Area of Apartment,Location,Price,Links,Seller Name,Seller Link
3 Beds,3 Baths,305 Sq. M.,"Smoha, Alexandria","19,825,000",https://www.bayut.eg/en/property/details-502633132.html,Eslam Kamal,https://www.bayut.eg/en/brokers/eslam-kamal-00000000-430c-801f-8000-024213371337.html
3 Beds,3 Baths,305 Sq. M.,"Smoha, Alexandria","19,825,000",https://www.bayut.eg/en/property/details-502633132.html,Eslam Kamal,https://www.bayut.eg/en/brokers/eslam-kamal-00000000-430c-801f-8000-024213371337.html
2 Beds,1 Bath,130 Sq. M.,"Miami, Alexandria","3,000,000",https://www.bayut.eg/en/property/details-201442276.html,الصفوة للتسويق العقاري,nan
2 Beds,1 Bath,130 Sq. M.,"Miami, Alexandria","3,000,000",https://www.bayut.eg/en/property/details-201442276.html,الصفوة للتسويق العقاري,nan
3 Beds,1 Bath,145 Sq. M.,"Miami, Alexandria","3,200,000",https://www.bayut.eg/en/property/details-502640185.html,Remax Vision 1,nan
3 Beds,1 Bath,145 Sq. M.,"Miami, Alexandria","3,200,000",https://www.bayut.eg/en/property/details-502640185.html,Remax Vision 1,nan
5 Beds,3 Baths,220 Sq. M.,"Stanley, Alexandria","8,200,000",https://www.bayut.eg/en/property/details-502642907.html,Fatima Hassan Mohamed,nan
5 Beds,3 Baths,220 Sq. M.,"Stanley, Alexandria","8,200,000",https://www.bayut.eg/en/property/details-502642907.html,Fatima Hassan Mohamed,nan
2 Beds,1 Bath,120 Sq. M.,"Laurent, Alexandria","3,500,000",https://www.bayut.eg/en/property/details-502643311.html,Bahy Magdy,https://www.bayut.eg/en/brokers/bahy-magdy-00000000-54e2-801f-8000-024213371337.html
2 Beds,1 Bath,120 Sq. M.,"Laurent, Alexandria","3,500,000",https://www.bayut.eg/en/property/details-502643311.html,Bahy Magdy,https://www.bayut.eg/en/brokers/bahy-magdy-00000000-54e2-801f-8000-024213371337.html
3 Beds,3 Baths,160 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","13,900,000",https://www.bayut.eg/en/property/details-502642671.html,Ahmed Hamdy,https://www.bayut.eg/en/brokers/ahmed-hamdy-00000000-4552-801f-8000-024213371337.html
3 Beds,3 Baths,160 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","13,900,000",https://www.bayut.eg/en/property/details-502642671.html,Ahmed Hamdy,https://www.bayut.eg/en/brokers/ahmed-hamdy-00000000-4552-801f-8000-024213371337.html
3 Beds,3 Baths,195 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","28,000,000",https://www.bayut.eg/en/property/details-502642585.html,Ahmed Hamdy,https://www.bayut.eg/en/brokers/ahmed-hamdy-00000000-4552-801f-8000-024213371337.html
3 Beds,3 Baths,195 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","28,000,000",https://www.bayut.eg/en/property/details-502642585.html,Ahmed Hamdy,https://www.bayut.eg/en/brokers/ahmed-hamdy-00000000-4552-801f-8000-024213371337.html
3 Beds,2 Baths,230 Sq. M.,"Roushdy, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502635409.html,Ibrahem Elkady,https://www.bayut.eg/en/brokers/ibrahem-elkady-00000000-2363-801f-8000-024213371337.html
3 Beds,2 Baths,230 Sq. M.,"Roushdy, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502635409.html,Ibrahem Elkady,https://www.bayut.eg/en/brokers/ibrahem-elkady-00000000-2363-801f-8000-024213371337.html
3 Beds,3 Baths,217 Sq. M.,"Alex West, Agami, Alexandria","13,454,000",https://www.bayut.eg/en/property/details-502665840.html,Mohamed Eltonii,https://www.bayut.eg/en/brokers/mohamed-eltonii-d5be1454-f445-4e7f-b73e-12eab35837f6.html
3 Beds,3 Baths,217 Sq. M.,"Alex West, Agami, Alexandria","13,454,000",https://www.bayut.eg/en/property/details-502665840.html,Mohamed Eltonii,https://www.bayut.eg/en/brokers/mohamed-eltonii-d5be1454-f445-4e7f-b73e-12eab35837f6.html
3 Beds,2 Baths,175 Sq. M.,"Smoha, Alexandria","8,200,000",https://www.bayut.eg/en/property/details-502643206.html,Remax Vision 1,nan
3 Beds,2 Baths,175 Sq. M.,"Smoha, Alexandria","8,200,000",https://www.bayut.eg/en/property/details-502643206.html,Remax Vision 1,nan
2 Beds,1 Bath,125 Sq. M.,"Sporting, Alexandria","3,800,000",https://www.bayut.eg/en/property/details-502042344.html,Mohamed Abdelsalam,https://www.bayut.eg/en/brokers/mohamed-abdelsalam-c3435840-305e-4d4f-a80e-9362f9508e7c.html
3 Beds,3 Baths,183 Sq. M.,"Valore Antoniades, Smoha, Alexandria","7,084,000",https://www.bayut.eg/en/property/details-502641508.html,Ibrahim,nan
3 Beds,3 Baths,183 Sq. M.,"Valore Antoniades, Smoha, Alexandria","7,084,000",https://www.bayut.eg/en/property/details-502641508.html,Ibrahim,nan
3 Beds,3 Baths,183 Sq. M.,"Valore Antoniades, Smoha, Alexandria","7,084,000",https://www.bayut.eg/en/property/details-502641508.html,Ibrahim,nan
3 Beds,2 Baths,160 Sq. M.,"Nakheel, Alexandria","1,250,000",https://www.bayut.eg/en/property/details-204569917.html,Medhat Kamal Ghaly,nan
3 Beds,2 Baths,160 Sq. M.,"Nakheel, Alexandria","1,250,000",https://www.bayut.eg/en/property/details-204569917.html,Medhat Kamal Ghaly,nan
4 Beds,3 Baths,216 Sq. M.,"The One, Smoha, Alexandria","16,134,000",https://www.bayut.eg/en/property/details-502654823.html,Merna Yousry,nan
4 Beds,3 Baths,216 Sq. M.,"The One, Smoha, Alexandria","16,134,000",https://www.bayut.eg/en/property/details-502654823.html,Merna Yousry,nan
3 Beds,3 Baths,208 Sq. M.,"Sawari, Moharam Bik, Alexandria","9,672,000",https://www.bayut.eg/en/property/details-502641883.html,Dee Properties,nan
3 Beds,3 Baths,208 Sq. M.,"Sawari, Moharam Bik, Alexandria","9,672,000",https://www.bayut.eg/en/property/details-502641883.html,Dee Properties,nan
3 Beds,1 Bath,110 Sq. M.,"Miami, Alexandria","2,200,000",https://www.bayut.eg/en/property/details-502631537.html,Mark Medhat,https://www.bayut.eg/en/brokers/mark-medhat-af73ec31-bbe2-4a26-bc6d-1ad7c231e4b1.html
3 Beds,1 Bath,110 Sq. M.,"Miami, Alexandria","2,200,000",https://www.bayut.eg/en/property/details-502631537.html,Mark Medhat,https://www.bayut.eg/en/brokers/mark-medhat-af73ec31-bbe2-4a26-bc6d-1ad7c231e4b1.html
3 Beds,2 Baths,140 Sq. M.,"Murooj, Smoha, Alexandria","7,420,000",https://www.bayut.eg/en/property/details-502644910.html,Mohamed Eldeeb,https://www.bayut.eg/en/brokers/mohamed-eldeeb-688ee4b5-998b-454b-8136-643901d44adb.html
3 Beds,2 Baths,140 Sq. M.,"Murooj, Smoha, Alexandria","7,420,000",https://www.bayut.eg/en/property/details-502644910.html,Mohamed Eldeeb,https://www.bayut.eg/en/brokers/mohamed-eldeeb-688ee4b5-998b-454b-8136-643901d44adb.html
3 Beds,2 Baths,155 Sq. M.,"Alex West, Agami, Alexandria","5,400,000",https://www.bayut.eg/en/property/details-502644508.html,Mohamed Eldeeb,https://www.bayut.eg/en/brokers/mohamed-eldeeb-688ee4b5-998b-454b-8136-643901d44adb.html
3 Beds,2 Baths,155 Sq. M.,"Alex West, Agami, Alexandria","5,400,000",https://www.bayut.eg/en/property/details-502644508.html,Mohamed Eldeeb,https://www.bayut.eg/en/brokers/mohamed-eldeeb-688ee4b5-998b-454b-8136-643901d44adb.html
2 Beds,1 Bath,120 Sq. M.,"Laurent, Alexandria","3,350,000",https://www.bayut.eg/en/property/details-502626789.html,Amr Khaled,https://www.bayut.eg/en/brokers/amr-khaled-00000000-41fc-801f-8000-024213371337.html
2 Beds,1 Bath,120 Sq. M.,"Laurent, Alexandria","3,350,000",https://www.bayut.eg/en/property/details-502626789.html,Amr Khaled,https://www.bayut.eg/en/brokers/amr-khaled-00000000-41fc-801f-8000-024213371337.html
2 Beds,2 Baths,197 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","18,800,000",https://www.bayut.eg/en/property/details-502683949.html,Esraa Amir,https://www.bayut.eg/en/brokers/esraa-amir-00000000-4c2e-801f-8000-024213371337.html
2 Beds,2 Baths,197 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","18,800,000",https://www.bayut.eg/en/property/details-502683949.html,Esraa Amir,https://www.bayut.eg/en/brokers/esraa-amir-00000000-4c2e-801f-8000-024213371337.html
3 Beds,3 Baths,180 Sq. M.,"Smoha, Alexandria","6,700,000",https://www.bayut.eg/en/property/details-502626380.html,Youssef Eslam,nan
3 Beds,3 Baths,180 Sq. M.,"Smoha, Alexandria","6,700,000",https://www.bayut.eg/en/property/details-502626380.html,Youssef Eslam,nan
2 Beds,2 Baths,130 Sq. M.,"San Stefano, Alexandria","20,000,000",https://www.bayut.eg/en/property/details-502681682.html,علاء بدر,https://www.bayut.eg/en/brokers/%D8%B9%D9%84%D8%A7%D8%A1-%D8%A8%D8%AF%D8%B1-a375aba0-3840-4e45-8070-9560e53b08b9.html
2 Beds,2 Baths,130 Sq. M.,"San Stefano, Alexandria","20,000,000",https://www.bayut.eg/en/property/details-502681682.html,علاء بدر,https://www.bayut.eg/en/brokers/%D8%B9%D9%84%D8%A7%D8%A1-%D8%A8%D8%AF%D8%B1-a375aba0-3840-4e45-8070-9560e53b08b9.html
2 Beds,2 Baths,120 Sq. M.,"Stanley, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502680741.html,Mohamed Gabr,https://www.bayut.eg/en/brokers/mohamed-gabr-00000000-457e-801f-8000-024213371337.html
2 Beds,2 Baths,120 Sq. M.,"Stanley, Alexandria","6,000,000",https://www.bayut.eg/en/property/details-502680741.html,Mohamed Gabr,https://www.bayut.eg/en/brokers/mohamed-gabr-00000000-457e-801f-8000-024213371337.html
3 Beds,3 Baths,176 Sq. M.,"Murooj, Smoha, Alexandria","9,680,000",https://www.bayut.eg/en/property/details-502639504.html,Tasheed,nan
3 Beds,3 Baths,176 Sq. M.,"Murooj, Smoha, Alexandria","9,680,000",https://www.bayut.eg/en/property/details-502639504.html,Tasheed,nan
3 Beds,3 Baths,208 Sq. M.,"Sawari, Moharam Bik, Alexandria","9,800,000",https://www.bayut.eg/en/property/details-502626940.html,Abdelrahman Atef,https://www.bayut.eg/en/brokers/abdelrahman-atef-82b88eba-c035-4a1c-a8a6-bbe7ae97733e.html
3 Beds,3 Baths,208 Sq. M.,"Sawari, Moharam Bik, Alexandria","9,800,000",https://www.bayut.eg/en/property/details-502626940.html,Abdelrahman Atef,https://www.bayut.eg/en/brokers/abdelrahman-atef-82b88eba-c035-4a1c-a8a6-bbe7ae97733e.html
6 Beds,7 Baths,"1,100 Sq. M.","King Mariout, Alexandria","19,000,000",https://www.bayut.eg/en/property/details-502623769.html,عادل فوزي,nan
6 Beds,7 Baths,"1,100 Sq. M.","King Mariout, Alexandria","19,000,000",https://www.bayut.eg/en/property/details-502623769.html,عادل فوزي,nan
3 Beds,2 Baths,198 Sq. M.,"Valore, Smoha, Alexandria","12,468,000",https://www.bayut.eg/en/property/details-502658086.html,Ingy Ashraf,nan
3 Beds,2 Baths,198 Sq. M.,"Valore, Smoha, Alexandria","12,468,000",https://www.bayut.eg/en/property/details-502658086.html,Ingy Ashraf,nan
4 Beds,5 Baths,420 Sq. M.,"King Mariout, Alexandria","11,000,000",https://www.bayut.eg/en/property/details-502630974.html,عادل فوزي,nan
4 Beds,5 Baths,420 Sq. M.,"King Mariout, Alexandria","11,000,000",https://www.bayut.eg/en/property/details-502630974.html,عادل فوزي,nan
3 Beds,2 Baths,130 Sq. M.,"Sporting, Alexandria","3,400,000",https://www.bayut.eg/en/property/details-502663410.html,Omar Hosni,https://www.bayut.eg/en/brokers/omar-hosni-00000000-2248-801f-8000-024213371337.html
3 Beds,2 Baths,130 Sq. M.,"Sporting, Alexandria","3,400,000",https://www.bayut.eg/en/property/details-502663410.html,Omar Hosni,https://www.bayut.eg/en/brokers/omar-hosni-00000000-2248-801f-8000-024213371337.html
4 Beds,4 Baths,340 Sq. M.,"King Mariout, Alexandria","18,500,000",https://www.bayut.eg/en/property/details-502633100.html,Mahmoud Ashraf Shosha,https://www.bayut.eg/en/brokers/mahmoud-ashraf-shosha-00000000-5442-801f-8000-024213371337.html
4 Beds,4 Baths,340 Sq. M.,"King Mariout, Alexandria","18,500,000",https://www.bayut.eg/en/property/details-502633100.html,Mahmoud Ashraf Shosha,https://www.bayut.eg/en/brokers/mahmoud-ashraf-shosha-00000000-5442-801f-8000-024213371337.html
2 Beds,3 Baths,135 Sq. M.,"The One, Smoha, Alexandria","8,800,066",https://www.bayut.eg/en/property/details-502626609.html,Coldwell Banker New Alex,nan
2 Beds,3 Baths,135 Sq. M.,"The One, Smoha, Alexandria","8,800,066",https://www.bayut.eg/en/property/details-502626609.html,Coldwell Banker New Alex,nan
3 Beds,2 Baths,185 Sq. M.,"Roushdy, Alexandria","6,500,000",https://www.bayut.eg/en/property/details-502626185.html,Aya Abo Almaaty,https://www.bayut.eg/en/brokers/aya-abo-almaaty-00000000-1590-801f-8000-024213371337.html
3 Beds,2 Baths,185 Sq. M.,"Roushdy, Alexandria","6,500,000",https://www.bayut.eg/en/property/details-502626185.html,Aya Abo Almaaty,https://www.bayut.eg/en/brokers/aya-abo-almaaty-00000000-1590-801f-8000-024213371337.html
2 Beds,2 Baths,156 Sq. M.,"Smoha, Alexandria","4,500,000",https://www.bayut.eg/en/property/details-502640243.html,Dina Elmalky,https://www.bayut.eg/en/brokers/dina-elmalky-00000000-5401-801f-8000-024213371337.html
2 Beds,2 Baths,156 Sq. M.,"Smoha, Alexandria","4,500,000",https://www.bayut.eg/en/property/details-502640243.html,Dina Elmalky,https://www.bayut.eg/en/brokers/dina-elmalky-00000000-5401-801f-8000-024213371337.html
3 Beds,3 Baths,280 Sq. M.,"Kafr Abdo, Alexandria","15,500,000",https://www.bayut.eg/en/property/details-502632405.html,Dina Elmalky,https://www.bayut.eg/en/brokers/dina-elmalky-00000000-5401-801f-8000-024213371337.html
3 Beds,3 Baths,280 Sq. M.,"Kafr Abdo, Alexandria","15,500,000",https://www.bayut.eg/en/property/details-502632405.html,Dina Elmalky,https://www.bayut.eg/en/brokers/dina-elmalky-00000000-5401-801f-8000-024213371337.html
2 Beds,1 Bath,95 Sq. M.,"Nakheel, Alexandria","775,000",https://www.bayut.eg/en/property/details-204619275.html,Medhat Kamal Ghaly,nan
2 Beds,1 Bath,95 Sq. M.,"Nakheel, Alexandria","775,000",https://www.bayut.eg/en/property/details-204619275.html,Medhat Kamal Ghaly,nan
3 Beds,2 Baths,145 Sq. M.,"Moharam Bik, Alexandria","3,200,000",https://www.bayut.eg/en/property/details-502596622.html,Ahmed Abdelsatter,https://www.bayut.eg/en/brokers/ahmed-abdelsatter-00000000-51dd-801f-8000-024213371337.html
2 Beds,1 Bath,115 Sq. M.,"Nakheel, Alexandria","975,000",https://www.bayut.eg/en/property/details-204581115.html,Medhat Kamal Ghaly,nan
2 Beds,1 Bath,115 Sq. M.,"Nakheel, Alexandria","975,000",https://www.bayut.eg/en/property/details-204581115.html,Medhat Kamal Ghaly,nan
2 Beds,1 Bath,115 Sq. M.,"Nakheel, Alexandria","975,000",https://www.bayut.eg/en/property/details-204581115.html,Medhat Kamal Ghaly,nan
3 Beds,3 Baths,148 Sq. M.,"Smoha, Alexandria","3,700,000",https://www.bayut.eg/en/property/details-502663941.html,Ali Sabry,https://www.bayut.eg/en/brokers/ali-sabry-00000000-17d7-801f-8000-024213371337.html
3 Beds,3 Baths,148 Sq. M.,"Smoha, Alexandria","3,700,000",https://www.bayut.eg/en/property/details-502663941.html,Ali Sabry,https://www.bayut.eg/en/brokers/ali-sabry-00000000-17d7-801f-8000-024213371337.html
3 Beds,2 Baths,145 Sq. M.,"Sawari, Moharam Bik, Alexandria","9,570,000",https://www.bayut.eg/en/property/details-502641032.html,Dee Properties,nan
3 Beds,2 Baths,145 Sq. M.,"Sawari, Moharam Bik, Alexandria","9,570,000",https://www.bayut.eg/en/property/details-502641032.html,Dee Properties,nan
3 Beds,1 Bath,505 Sq. M.,"King Mariout, Alexandria","4,500,000",https://www.bayut.eg/en/property/details-502640456.html,Rofael Mina,https://www.bayut.eg/en/brokers/rofael-mina-00000000-3952-801f-8000-024213371337.html
3 Beds,1 Bath,505 Sq. M.,"King Mariout, Alexandria","4,500,000",https://www.bayut.eg/en/property/details-502640456.html,Rofael Mina,https://www.bayut.eg/en/brokers/rofael-mina-00000000-3952-801f-8000-024213371337.html
3 Beds,2 Baths,165 Sq. M.,"Smoha, Alexandria","4,500,000",https://www.bayut.eg/en/property/details-502633864.html,Youssef Houssin,nan
3 Beds,2 Baths,165 Sq. M.,"Smoha, Alexandria","4,500,000",https://www.bayut.eg/en/property/details-502633864.html,Youssef Houssin,nan
6 Beds,6 Baths,500 Sq. M.,"King Mariout, Alexandria","9,000,000",https://www.bayut.eg/en/property/details-502624285.html,Mahmoud Attia,nan
6 Beds,6 Baths,500 Sq. M.,"King Mariout, Alexandria","9,000,000",https://www.bayut.eg/en/property/details-502624285.html,Mahmoud Attia,nan
3 Beds,2 Baths,190 Sq. M.,"Nakheel, Alexandria","1,070,000",https://www.bayut.eg/en/property/details-204526708.html,Medhat Kamal Ghaly,nan
3 Beds,2 Baths,190 Sq. M.,"Nakheel, Alexandria","1,070,000",https://www.bayut.eg/en/property/details-204526708.html,Medhat Kamal Ghaly,nan
4 Beds,3 Baths,260 Sq. M.,"Roushdy, Alexandria","7,500,000",https://www.bayut.eg/en/property/details-502680916.html,Ingy Ashraf,nan
4 Beds,3 Baths,260 Sq. M.,"Roushdy, Alexandria","7,500,000",https://www.bayut.eg/en/property/details-502680916.html,Ingy Ashraf,nan
2 Beds,1 Bath,89 Sq. M.,"Moharam Bik, Alexandria","2,350,000",https://www.bayut.eg/en/property/details-502631371.html,Marwa Elbasrawy,nan
2 Beds,1 Bath,89 Sq. M.,"Moharam Bik, Alexandria","2,350,000",https://www.bayut.eg/en/property/details-502631371.html,Marwa Elbasrawy,nan
3 Beds,1 Bath,190 Sq. M.,"Fleming, Alexandria","3,700,000",https://www.bayut.eg/en/property/details-502630607.html,On Group Real Estate,nan
3 Beds,1 Bath,190 Sq. M.,"Fleming, Alexandria","3,700,000",https://www.bayut.eg/en/property/details-502630607.html,On Group Real Estate,nan
3 Beds,2 Baths,153 Sq. M.,"Alex West, Agami, Alexandria","6,500,000",https://www.bayut.eg/en/property/details-502624138.html,Ahmed Ashraf,https://www.bayut.eg/en/brokers/ahmed-ashraf-00000000-3d2c-801f-8000-024213371337.html
3 Beds,2 Baths,153 Sq. M.,"Alex West, Agami, Alexandria","6,500,000",https://www.bayut.eg/en/property/details-502624138.html,Ahmed Ashraf,https://www.bayut.eg/en/brokers/ahmed-ashraf-00000000-3d2c-801f-8000-024213371337.html
3 Beds,2 Baths,225 Sq. M.,"Laurent, Alexandria","9,200,000",https://www.bayut.eg/en/property/details-502642908.html,Habiba Belal,https://www.bayut.eg/en/brokers/habiba-belal-00000000-49cf-801f-8000-024213371337.html
3 Beds,2 Baths,225 Sq. M.,"Laurent, Alexandria","9,200,000",https://www.bayut.eg/en/property/details-502642908.html,Habiba Belal,https://www.bayut.eg/en/brokers/habiba-belal-00000000-49cf-801f-8000-024213371337.html
4 Beds,2 Baths,400 Sq. M.,"Sporting, Alexandria","12,000,000",https://www.bayut.eg/en/property/details-502626210.html,Mohamed Abdelsalam,https://www.bayut.eg/en/brokers/mohamed-abdelsalam-c3435840-305e-4d4f-a80e-9362f9508e7c.html
4 Beds,2 Baths,400 Sq. M.,"Sporting, Alexandria","12,000,000",https://www.bayut.eg/en/property/details-502626210.html,Mohamed Abdelsalam,https://www.bayut.eg/en/brokers/mohamed-abdelsalam-c3435840-305e-4d4f-a80e-9362f9508e7c.html
3 Beds,1 Bath,115 Sq. M.,"Nakheel, Alexandria","990,000",https://www.bayut.eg/en/property/details-204543462.html,Medhat Kamal Ghaly,nan
3 Beds,1 Bath,115 Sq. M.,"Nakheel, Alexandria","990,000",https://www.bayut.eg/en/property/details-204543462.html,Medhat Kamal Ghaly,nan
3 Beds,2 Baths,200 Sq. M.,"Glim, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-502653361.html,Ahmed Metwaly,https://www.bayut.eg/en/brokers/ahmed-metwaly-00000000-17d5-801f-8000-024213371337.html
3 Beds,2 Baths,200 Sq. M.,"Glim, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-502653361.html,Ahmed Metwaly,https://www.bayut.eg/en/brokers/ahmed-metwaly-00000000-17d5-801f-8000-024213371337.html
3 Beds,3 Baths,260 Sq. M.,"Saba Pasha, Alexandria","6,700,000",https://www.bayut.eg/en/property/details-502634054.html,Dina Elmalky,https://www.bayut.eg/en/brokers/dina-elmalky-00000000-5401-801f-8000-024213371337.html
3 Beds,3 Baths,260 Sq. M.,"Saba Pasha, Alexandria","6,700,000",https://www.bayut.eg/en/property/details-502634054.html,Dina Elmalky,https://www.bayut.eg/en/brokers/dina-elmalky-00000000-5401-801f-8000-024213371337.html
3 Beds,2 Baths,144 Sq. M.,"Miami, Alexandria","4,350,000",https://www.bayut.eg/en/property/details-502631411.html,محمد عادل,nan
3 Beds,2 Baths,144 Sq. M.,"Miami, Alexandria","4,350,000",https://www.bayut.eg/en/property/details-502631411.html,محمد عادل,nan
2 Beds,1 Bath,650 Sq. M.,"Agami, Alexandria","550,000",https://www.bayut.eg/en/property/details-502626108.html,محمد طماوي,nan
2 Beds,1 Bath,650 Sq. M.,"Agami, Alexandria","550,000",https://www.bayut.eg/en/property/details-502626108.html,محمد طماوي,nan
3 Beds,2 Baths,160 Sq. M.,"Moharam Bik, Alexandria","5,100,000",https://www.bayut.eg/en/property/details-502623005.html,Amr Khaled,https://www.bayut.eg/en/brokers/amr-khaled-00000000-41fc-801f-8000-024213371337.html
3 Beds,2 Baths,160 Sq. M.,"Moharam Bik, Alexandria","5,100,000",https://www.bayut.eg/en/property/details-502623005.html,Amr Khaled,https://www.bayut.eg/en/brokers/amr-khaled-00000000-41fc-801f-8000-024213371337.html
3 Beds,3 Baths,380 Sq. M.,"Agami, Alexandria","3,300,000",https://www.bayut.eg/en/property/details-502620918.html,محمد طماوي,nan
3 Beds,3 Baths,380 Sq. M.,"Agami, Alexandria","3,300,000",https://www.bayut.eg/en/property/details-502620918.html,محمد طماوي,nan
5 Beds,6 Baths,575 Sq. M.,"Smoha, Alexandria","30,000,000",https://www.bayut.eg/en/property/details-502679592.html,اسراء سعيد,https://www.bayut.eg/en/brokers/%D8%A7%D8%B3%D8%B1%D8%A7%D8%A1-%D8%B3%D8%B9%D9%8A%D8%AF-00000000-1762-801f-8000-024213371337.html
5 Beds,6 Baths,575 Sq. M.,"Smoha, Alexandria","30,000,000",https://www.bayut.eg/en/property/details-502679592.html,اسراء سعيد,https://www.bayut.eg/en/brokers/%D8%A7%D8%B3%D8%B1%D8%A7%D8%A1-%D8%B3%D8%B9%D9%8A%D8%AF-00000000-1762-801f-8000-024213371337.html
3 Beds,2 Baths,174 Sq. M.,"Valore, Smoha, Alexandria","8,352,000",https://www.bayut.eg/en/property/details-502679046.html,Ayman Saleh,https://www.bayut.eg/en/brokers/ayman-saleh-00000000-3eb8-801f-8000-024213371337.html
3 Beds,2 Baths,174 Sq. M.,"Valore, Smoha, Alexandria","8,352,000",https://www.bayut.eg/en/property/details-502679046.html,Ayman Saleh,https://www.bayut.eg/en/brokers/ayman-saleh-00000000-3eb8-801f-8000-024213371337.html
3 Beds,1 Bath,135 Sq. M.,"Sidi Gaber, Alexandria","4,400,000",https://www.bayut.eg/en/property/details-502678907.html,Omar Abdelsattar,https://www.bayut.eg/en/brokers/omar-abdelsattar-00000000-1748-801f-8000-024213371337.html
3 Beds,1 Bath,135 Sq. M.,"Sidi Gaber, Alexandria","4,400,000",https://www.bayut.eg/en/property/details-502678907.html,Omar Abdelsattar,https://www.bayut.eg/en/brokers/omar-abdelsattar-00000000-1748-801f-8000-024213371337.html
6 Beds,4 Baths,340 Sq. M.,"Jewar, King Mariout, Alexandria","18,500,000",https://www.bayut.eg/en/property/details-502645204.html,Ahmed Metwaly,https://www.bayut.eg/en/brokers/ahmed-metwaly-00000000-17d5-801f-8000-024213371337.html
6 Beds,4 Baths,340 Sq. M.,"Jewar, King Mariout, Alexandria","18,500,000",https://www.bayut.eg/en/property/details-502645204.html,Ahmed Metwaly,https://www.bayut.eg/en/brokers/ahmed-metwaly-00000000-17d5-801f-8000-024213371337.html
2 Beds,1 Bath,125 Sq. M.,"Sporting, Alexandria","3,800,000",https://www.bayut.eg/en/property/details-502042344.html,Mohamed Abdelsalam,https://www.bayut.eg/en/brokers/mohamed-abdelsalam-c3435840-305e-4d4f-a80e-9362f9508e7c.html
8 Beds,5 Baths,620 Sq. M.,"King Mariout, Alexandria","25,000,000",https://www.bayut.eg/en/property/details-502630786.html,Mahmoud Attia,nan
8 Beds,5 Baths,620 Sq. M.,"King Mariout, Alexandria","25,000,000",https://www.bayut.eg/en/property/details-502630786.html,Mahmoud Attia,nan
8 Beds,5 Baths,620 Sq. M.,"King Mariout, Alexandria","25,000,000",https://www.bayut.eg/en/property/details-502630786.html,Mahmoud Attia,nan
2 Beds,2 Baths,102 Sq. M.,"Sawari, Moharam Bik, Alexandria","6,396,000",https://www.bayut.eg/en/property/details-502626896.html,Romisaa Ashraf,https://www.bayut.eg/en/brokers/romisaa-ashraf-00000000-5177-801f-8000-024213371337.html
2 Beds,2 Baths,102 Sq. M.,"Sawari, Moharam Bik, Alexandria","6,396,000",https://www.bayut.eg/en/property/details-502626896.html,Romisaa Ashraf,https://www.bayut.eg/en/brokers/romisaa-ashraf-00000000-5177-801f-8000-024213371337.html
3 Beds,1 Bath,120 Sq. M.,"Victoria, Alexandria","2,350,000",https://www.bayut.eg/en/property/details-502625379.html,Shams Ayman,https://www.bayut.eg/en/brokers/shams-ayman-00000000-3fc7-801f-8000-024213371337.html
3 Beds,1 Bath,120 Sq. M.,"Victoria, Alexandria","2,350,000",https://www.bayut.eg/en/property/details-502625379.html,Shams Ayman,https://www.bayut.eg/en/brokers/shams-ayman-00000000-3fc7-801f-8000-024213371337.html
5 Beds,5 Baths,600 Sq. M.,"Smoha, Alexandria","14,000,000",https://www.bayut.eg/en/property/details-502623893.html,Mahmoud Mohammed,https://www.bayut.eg/en/brokers/mahmoud-mohammed-00000000-4f4b-801f-8000-024213371337.html
5 Beds,5 Baths,600 Sq. M.,"Smoha, Alexandria","14,000,000",https://www.bayut.eg/en/property/details-502623893.html,Mahmoud Mohammed,https://www.bayut.eg/en/brokers/mahmoud-mohammed-00000000-4f4b-801f-8000-024213371337.html
3 Beds,1 Bath,169 Sq. M.,"Murooj, Smoha, Alexandria","8,788,000",https://www.bayut.eg/en/property/details-502679131.html,Tasheed,nan
3 Beds,1 Bath,169 Sq. M.,"Murooj, Smoha, Alexandria","8,788,000",https://www.bayut.eg/en/property/details-502679131.html,Tasheed,nan
3 Beds,1 Bath,170 Sq. M.,"Valore, Smoha, Alexandria","9,600,000",https://www.bayut.eg/en/property/details-502659544.html,Ingy Ashraf,nan
3 Beds,1 Bath,170 Sq. M.,"Valore, Smoha, Alexandria","9,600,000",https://www.bayut.eg/en/property/details-502659544.html,Ingy Ashraf,nan
3 Beds,2 Baths,145 Sq. M.,"Saba Pasha, Alexandria","3,850,000",https://www.bayut.eg/en/property/details-502622763.html,Coldwell Banker New Alex,nan
3 Beds,2 Baths,145 Sq. M.,"Saba Pasha, Alexandria","3,850,000",https://www.bayut.eg/en/property/details-502622763.html,Coldwell Banker New Alex,nan
