Number of Beds,Number of Paths,Area of Apartment,Location,Price,Links,Seller Name,Seller Link
3 Beds,2 Baths,120 Sq. M.,"Nakheel, Alexandria","1,130,000",https://www.bayut.eg/en/property/details-502595145.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
3 Beds,2 Baths,120 Sq. M.,"Nakheel, Alexandria","1,130,000",https://www.bayut.eg/en/property/details-502595145.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
2 Beds,1 Bath,112 Sq. M.,"Smoha, Alexandria","7,840,000",https://www.bayut.eg/en/property/details-502591544.html,Moamen Hanfy,nan
2 Beds,1 Bath,112 Sq. M.,"Smoha, Alexandria","7,840,000",https://www.bayut.eg/en/property/details-502591544.html,Moamen Hanfy,nan
3 Beds,1 Bath,150 Sq. M.,"Miami, Alexandria","5,350,000",https://www.bayut.eg/en/property/details-502618056.html,Aida Ismael,https://www.bayut.eg/en/brokers/aida-ismael-00000000-439f-801f-8000-024213371337.html
3 Beds,1 Bath,150 Sq. M.,"Miami, Alexandria","5,350,000",https://www.bayut.eg/en/property/details-502618056.html,Aida Ismael,https://www.bayut.eg/en/brokers/aida-ismael-00000000-439f-801f-8000-024213371337.html
3 Beds,2 Baths,145 Sq. M.,"Miami, Alexandria","3,750,000",https://www.bayut.eg/en/property/details-502614072.html,Ehab Elsayed,nan
3 Beds,2 Baths,145 Sq. M.,"Miami, Alexandria","3,750,000",https://www.bayut.eg/en/property/details-502614072.html,Ehab Elsayed,nan
3 Beds,3 Baths,171 Sq. M.,"Murooj, Smoha, Alexandria","9,405,000",https://www.bayut.eg/en/property/details-502643051.html,Tasheed,nan
3 Beds,3 Baths,171 Sq. M.,"Murooj, Smoha, Alexandria","9,405,000",https://www.bayut.eg/en/property/details-502643051.html,Tasheed,nan
3 Beds,2 Baths,180 Sq. M.,"Saba Pasha, Alexandria","5,850,000",https://www.bayut.eg/en/property/details-502595563.html,First Choice,nan
3 Beds,2 Baths,180 Sq. M.,"Saba Pasha, Alexandria","5,850,000",https://www.bayut.eg/en/property/details-502595563.html,First Choice,nan
4 Beds,4 Baths,790 Sq. M.,"Alex West, Agami, Alexandria","35,000,000",https://www.bayut.eg/en/property/details-502593778.html,El Tourkey Real Estate,nan
4 Beds,4 Baths,790 Sq. M.,"Alex West, Agami, Alexandria","35,000,000",https://www.bayut.eg/en/property/details-502593778.html,El Tourkey Real Estate,nan
4 Beds,5 Baths,430 Sq. M.,"King Mariout, Alexandria","11,000,000",https://www.bayut.eg/en/property/details-502591293.html,Felophater Ayman,nan
4 Beds,5 Baths,430 Sq. M.,"King Mariout, Alexandria","11,000,000",https://www.bayut.eg/en/property/details-502591293.html,Felophater Ayman,nan
3 Beds,3 Baths,240 Sq. M.,"Glim, Alexandria","8,500,000",https://www.bayut.eg/en/property/details-502589569.html,Ahmed Abdelsatter,https://www.bayut.eg/en/brokers/ahmed-abdelsatter-00000000-51dd-801f-8000-024213371337.html
3 Beds,3 Baths,240 Sq. M.,"Glim, Alexandria","8,500,000",https://www.bayut.eg/en/property/details-502589569.html,Ahmed Abdelsatter,https://www.bayut.eg/en/brokers/ahmed-abdelsatter-00000000-51dd-801f-8000-024213371337.html
3 Beds,3 Baths,179 Sq. M.,"Murooj, Smoha, Alexandria","6,450,000",https://www.bayut.eg/en/property/details-502626054.html,Omar Hosni,https://www.bayut.eg/en/brokers/omar-hosni-00000000-2248-801f-8000-024213371337.html
3 Beds,3 Baths,179 Sq. M.,"Murooj, Smoha, Alexandria","6,450,000",https://www.bayut.eg/en/property/details-502626054.html,Omar Hosni,https://www.bayut.eg/en/brokers/omar-hosni-00000000-2248-801f-8000-024213371337.html
3 Beds,1 Bath,169 Sq. M.,"Murooj, Smoha, Alexandria","8,788,000",https://www.bayut.eg/en/property/details-502659429.html,Tasheed,nan
3 Beds,1 Bath,169 Sq. M.,"Murooj, Smoha, Alexandria","8,788,000",https://www.bayut.eg/en/property/details-502659429.html,Tasheed,nan
3 Beds,1 Bath,125 Sq. M.,"Sidi Beshr, Alexandria","2,400,000",https://www.bayut.eg/en/property/details-502657114.html,First Choice,nan
3 Beds,1 Bath,125 Sq. M.,"Sidi Beshr, Alexandria","2,400,000",https://www.bayut.eg/en/property/details-502657114.html,First Choice,nan
3 Beds,1 Bath,130 Sq. M.,"Sidi Beshr, Alexandria","2,750,000",https://www.bayut.eg/en/property/details-502657074.html,First Choice,nan
3 Beds,1 Bath,130 Sq. M.,"Sidi Beshr, Alexandria","2,750,000",https://www.bayut.eg/en/property/details-502657074.html,First Choice,nan
3 Beds,1 Bath,110 Sq. M.,"Nakheel, Alexandria","750,000",https://www.bayut.eg/en/property/details-502596959.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
3 Beds,1 Bath,110 Sq. M.,"Nakheel, Alexandria","750,000",https://www.bayut.eg/en/property/details-502596959.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
3 Beds,2 Baths,145 Sq. M.,"Laurent, Alexandria","5,800,000",https://www.bayut.eg/en/property/details-502596755.html,Alex View,nan
3 Beds,2 Baths,145 Sq. M.,"Laurent, Alexandria","5,800,000",https://www.bayut.eg/en/property/details-502596755.html,Alex View,nan
3 Beds,2 Baths,165 Sq. M.,"The One, Smoha, Alexandria","11,226,600",https://www.bayut.eg/en/property/details-502594458.html,Ahmed Mahmoud,https://www.bayut.eg/en/brokers/ahmed-mahmoud-00000000-4f8a-801f-8000-024213371337.html
